モンセレS,1350,1
モンセレM,2300,1
モンセレL,3200,1
モンセレLL,4100,1
アソートセレクション,3000,1
プティ5P,1400,1
プティ10P,2700,1
プティ15P,4000,1
エタニティS,870,1
エタニティM,1500,1
エタニティL,3000,1
バラフィナ7P,1600,1
バラフィナ12P,2550,1
バラフィナ21P,4500,1
