ハピネス4号,3500,0
ハピネス5号,3900,0
ハピネス6号,4600,0
エトワールフレーズ,4000,0
フルーツパーティー,4350,0
フレーズガーデン4号,3200,1
フレーズガーデン5号,4000,1
フレーズデコ3号,1800,1
